Age,Daily Social Media Usage(hours),Number of Social Media Platforms,Frequency of Posts,Frequency of Checking Notifications,Self Reported Addiction Score,Cyberbullying Experience,Self Esteem Score,Sleep Quality,Anxiety Score,Social Media Fatigue Score,Mental Health Status,Gender
25.0,2.0,3.0,2.0,1.0,7.0,1.0,8.0,3.0,2.0,4.0,2.0,Female
30.0,2.0,2.0,1.0,1.0,7.0,1.0,8.0,5.0,2.0,4.0,2.0,Male
45.0,2.0,4.0,2.0,2.0,7.0,1.0,7.0,10.0,2.0,5.0,3.0,Female
18.0,2.0,2.0,3.0,0.0,7.0,0.0,9.0,2.0,2.0,6.0,2.0,Female
22.0,2.0,6.0,1.0,2.0,7.0,0.0,8.0,1.0,2.0,2.0,2.0,Male
25.0,2.0,4.0,2.0,1.0,7.0,0.0,8.0,3.0,2.0,2.0,2.0,Female
30.0,2.0,3.0,0.0,1.0,7.0,0.0,5.0,7.0,2.0,2.0,2.0,Female
30.0,2.0,4.0,2.0,1.0,7.0,0.0,8.0,5.0,2.0,4.0,2.0,Female
18.0,2.0,1.0,1.0,1.0,7.0,0.0,7.0,5.0,2.0,3.0,2.0,Female
35.0,2.0,3.0,3.0,2.0,7.0,0.0,9.0,6.0,2.0,3.0,2.0,Male
18.0,2.0,6.0,1.0,0.0,7.0,0.0,8.0,2.0,2.0,3.0,2.0,Male
30.0,2.0,2.0,2.0,2.0,7.0,0.0,9.0,6.0,2.0,3.0,2.0,Male
30.0,2.0,5.0,2.0,0.0,7.0,0.0,8.0,6.0,2.0,3.0,2.0,Male
25.0,2.0,5.0,2.0,1.0,7.0,0.0,8.0,10.0,2.0,3.0,3.0,Male
22.0,2.0,2.0,2.0,1.0,7.0,0.0,10.0,7.0,2.0,3.0,3.0,Male
40.0,2.0,2.0,1.0,0.0,7.0,0.0,9.0,1.0,2.0,4.0,2.0,Male
30.0,2.0,3.0,2.0,1.0,7.0,0.0,10.0,4.0,2.0,4.0,2.0,Female
30.0,2.0,5.0,1.0,1.0,7.0,0.0,9.0,3.0,2.0,4.0,2.0,Female
30.0,2.0,6.0,2.0,2.0,8.0,1.0,8.0,10.0,2.0,4.0,3.0,Female
18.0,2.0,3.0,2.0,1.0,8.0,0.0,8.0,7.0,2.0,4.0,2.0,Male
25.0,2.0,2.0,1.0,2.0,8.0,0.0,7.0,4.0,2.0,4.0,2.0,Female
30.0,2.0,3.0,1.0,1.0,8.0,0.0,9.0,6.0,2.0,4.0,2.0,Male
25.0,2.0,4.0,1.0,1.0,8.0,0.0,8.0,5.0,2.0,4.0,2.0,Male
40.0,2.0,5.0,2.0,0.0,8.0,0.0,8.0,6.0,2.0,3.0,2.0,Female
30.0,2.0,3.0,2.0,0.0,8.0,0.0,9.0,5.0,2.0,3.0,2.0,Female
18.0,2.0,6.0,1.0,0.0,8.0,0.0,8.0,6.0,2.0,4.0,2.0,Female
30.0,2.0,2.0,3.0,1.0,8.0,0.0,8.0,3.0,2.0,4.0,2.0,Male
22.0,2.0,1.0,3.0,1.0,8.0,1.0,9.0,6.0,2.0,6.0,2.0,Female
30.0,2.0,6.0,3.0,2.0,8.0,0.0,7.0,5.0,2.0,5.0,2.0,Female
45.0,2.0,4.0,1.0,1.0,8.0,0.0,8.0,6.0,2.0,4.0,2.0,Female
45.0,2.0,4.0,2.0,2.0,8.0,0.0,8.0,9.0,2.0,6.0,3.0,Female
22.0,2.0,2.0,2.0,1.0,8.0,0.0,6.0,5.0,2.0,2.0,2.0,Female
22.0,2.0,2.0,0.0,0.0,8.0,0.0,9.0,5.0,2.0,5.0,2.0,Male
22.0,2.0,1.0,2.0,1.0,8.0,0.0,5.0,5.0,2.0,4.0,2.0,Female
25.0,2.0,6.0,1.0,0.0,8.0,0.0,7.0,3.0,2.0,1.0,2.0,Male
25.0,2.0,2.0,3.0,0.0,8.0,0.0,8.0,6.0,2.0,3.0,2.0,Male
22.0,2.0,3.0,2.0,2.0,8.0,0.0,5.0,9.0,2.0,5.0,2.0,Female
25.0,2.0,3.0,2.0,2.0,8.0,0.0,7.0,5.0,2.0,5.0,2.0,Male
16.0,2.0,1.0,3.0,0.0,8.0,0.0,10.0,10.0,2.0,5.0,3.0,Male
22.0,2.0,2.0,3.0,1.0,8.0,0.0,9.0,2.0,2.0,2.0,2.0,Male
40.0,2.0,2.0,1.0,1.0,9.0,0.0,8.0,4.0,2.0,3.0,2.0,Male
18.0,2.0,3.0,1.0,0.0,9.0,1.0,6.0,3.0,2.0,3.0,2.0,Male
30.0,2.0,2.0,3.0,1.0,9.0,0.0,6.0,6.0,2.0,3.0,2.0,Female
25.0,2.0,3.0,0.0,1.0,9.0,0.0,7.0,10.0,2.0,6.0,3.0,Other
22.0,2.0,5.0,3.0,0.0,9.0,0.0,8.0,4.0,2.0,6.0,2.0,Male
18.0,2.0,2.0,1.0,0.0,9.0,0.0,8.0,4.0,2.0,4.0,2.0,Female
22.0,2.0,4.0,1.0,0.0,9.0,0.0,10.0,3.0,2.0,5.0,2.0,Male
18.0,2.0,2.0,1.0,1.0,3.0,0.0,10.0,6.0,3.0,4.0,2.0,Female
22.0,2.0,5.0,0.0,1.0,4.0,0.0,8.0,7.0,3.0,4.0,2.0,Male
45.0,2.0,5.0,3.0,1.0,4.0,0.0,10.0,7.0,3.0,5.0,3.0,Male
16.0,2.0,3.0,3.0,1.0,4.0,0.0,5.0,5.0,3.0,4.0,2.0,Other
25.0,2.0,1.0,3.0,1.0,4.0,1.0,9.0,5.0,3.0,4.0,2.0,Male
18.0,2.0,3.0,3.0,2.0,4.0,0.0,8.0,4.0,3.0,6.0,2.0,Male
25.0,2.0,3.0,1.0,2.0,4.0,0.0,7.0,7.0,3.0,4.0,2.0,Female
22.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,7.0,3.0,4.0,2.0,Female
35.0,2.0,2.0,0.0,0.0,4.0,0.0,8.0,4.0,3.0,4.0,2.0,Female
25.0,2.0,5.0,3.0,1.0,4.0,0.0,8.0,8.0,3.0,5.0,2.0,Female
30.0,2.0,1.0,0.0,0.0,4.0,0.0,7.0,1.0,3.0,2.0,1.0,Female
18.0,2.0,4.0,1.0,2.0,4.0,0.0,8.0,9.0,3.0,4.0,3.0,Male
35.0,2.0,2.0,2.0,2.0,4.0,0.0,9.0,10.0,3.0,5.0,3.0,Female
35.0,2.0,1.0,1.0,2.0,4.0,1.0,6.0,9.0,3.0,4.0,2.0,Female
25.0,2.0,3.0,1.0,2.0,4.0,1.0,7.0,3.0,3.0,2.0,2.0,Female
45.0,2.0,2.0,0.0,2.0,5.0,0.0,8.0,5.0,3.0,3.0,2.0,Female
30.0,2.0,2.0,2.0,1.0,5.0,1.0,9.0,10.0,3.0,4.0,3.0,Other
30.0,2.0,2.0,1.0,2.0,5.0,0.0,5.0,6.0,3.0,4.0,2.0,Male
30.0,2.0,1.0,4.0,0.0,5.0,0.0,10.0,6.0,3.0,5.0,2.0,Female
30.0,2.0,4.0,2.0,2.0,5.0,0.0,10.0,6.0,3.0,4.0,2.0,Male
16.0,2.0,2.0,1.0,2.0,5.0,0.0,9.0,5.0,3.0,5.0,2.0,Female
50.0,2.0,3.0,3.0,1.0,5.0,0.0,8.0,6.0,3.0,3.0,2.0,Male
45.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,6.0,3.0,2.0,2.0,Female
45.0,2.0,3.0,2.0,1.0,5.0,0.0,8.0,4.0,3.0,5.0,2.0,Female
35.0,2.0,5.0,2.0,2.0,5.0,1.0,8.0,6.0,3.0,3.0,2.0,Male
50.0,2.0,2.0,0.0,1.0,5.0,0.0,7.0,1.0,3.0,4.0,1.0,Male
30.0,2.0,1.0,3.0,1.0,5.0,0.0,9.0,5.0,3.0,4.0,2.0,Other
25.0,2.0,2.0,1.0,0.0,5.0,0.0,7.0,7.0,3.0,5.0,2.0,Female
25.0,2.0,2.0,1.0,0.0,5.0,0.0,7.0,2.0,3.0,4.0,1.0,Male
35.0,2.0,5.0,1.0,0.0,5.0,0.0,8.0,4.0,3.0,4.0,2.0,Female
30.0,2.0,1.0,1.0,2.0,5.0,0.0,6.0,5.0,3.0,4.0,2.0,Male
22.0,2.0,6.0,3.0,2.0,5.0,0.0,6.0,5.0,3.0,5.0,2.0,Female
22.0,2.0,3.0,3.0,1.0,5.0,0.0,10.0,6.0,3.0,3.0,2.0,Male
35.0,2.0,3.0,1.0,2.0,5.0,0.0,8.0,4.0,3.0,4.0,2.0,Male
25.0,2.0,2.0,2.0,1.0,5.0,0.0,8.0,7.0,3.0,4.0,2.0,Female
40.0,2.0,3.0,3.0,1.0,5.0,0.0,9.0,6.0,3.0,5.0,2.0,Other
25.0,2.0,2.0,1.0,1.0,5.0,0.0,9.0,5.0,3.0,4.0,2.0,Female
22.0,2.0,3.0,1.0,2.0,5.0,0.0,9.0,5.0,3.0,6.0,2.0,Male
25.0,2.0,1.0,1.0,1.0,5.0,0.0,8.0,8.0,3.0,3.0,2.0,Male
40.0,2.0,1.0,1.0,0.0,5.0,0.0,9.0,1.0,3.0,3.0,2.0,Male
18.0,2.0,1.0,2.0,0.0,5.0,1.0,7.0,9.0,3.0,3.0,2.0,Other
35.0,2.0,2.0,4.0,0.0,5.0,0.0,8.0,8.0,3.0,4.0,2.0,Female
22.0,2.0,3.0,0.0,0.0,6.0,0.0,8.0,6.0,3.0,2.0,2.0,Female
22.0,2.0,1.0,3.0,1.0,6.0,0.0,8.0,9.0,3.0,5.0,3.0,Other
25.0,2.0,3.0,2.0,1.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Female
40.0,2.0,2.0,1.0,1.0,6.0,0.0,7.0,6.0,3.0,3.0,2.0,Male
40.0,2.0,2.0,2.0,1.0,6.0,0.0,9.0,4.0,3.0,5.0,2.0,Male
25.0,2.0,3.0,2.0,1.0,6.0,0.0,8.0,6.0,3.0,3.0,2.0,Other
45.0,2.0,2.0,2.0,1.0,6.0,0.0,9.0,1.0,3.0,3.0,2.0,Female
18.0,2.0,5.0,3.0,2.0,6.0,0.0,7.0,10.0,3.0,4.0,3.0,Female
22.0,2.0,3.0,1.0,1.0,6.0,0.0,7.0,2.0,3.0,4.0,1.0,Female
40.0,2.0,3.0,2.0,1.0,6.0,0.0,6.0,7.0,3.0,4.0,2.0,Female
35.0,2.0,2.0,3.0,0.0,6.0,0.0,10.0,6.0,3.0,4.0,2.0,Other
16.0,2.0,5.0,3.0,1.0,6.0,0.0,7.0,6.0,3.0,3.0,2.0,Female
30.0,2.0,4.0,2.0,1.0,6.0,0.0,7.0,9.0,3.0,4.0,2.0,Male
45.0,2.0,3.0,2.0,2.0,6.0,0.0,9.0,6.0,3.0,2.0,2.0,Female
18.0,2.0,5.0,2.0,1.0,6.0,0.0,7.0,6.0,3.0,4.0,2.0,Male
18.0,2.0,2.0,1.0,1.0,6.0,1.0,7.0,7.0,3.0,4.0,2.0,Male
45.0,2.0,2.0,1.0,1.0,6.0,0.0,7.0,5.0,3.0,3.0,2.0,Female
25.0,2.0,5.0,3.0,2.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Female
30.0,2.0,2.0,0.0,1.0,6.0,1.0,6.0,1.0,3.0,4.0,1.0,Female
25.0,2.0,2.0,3.0,2.0,6.0,0.0,8.0,7.0,3.0,5.0,2.0,Male
30.0,2.0,5.0,3.0,1.0,6.0,0.0,7.0,5.0,3.0,2.0,2.0,Male
30.0,2.0,1.0,2.0,2.0,6.0,1.0,5.0,3.0,3.0,6.0,2.0,Female
50.0,2.0,2.0,4.0,2.0,6.0,1.0,8.0,5.0,3.0,3.0,2.0,Male
22.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Male
45.0,2.0,2.0,1.0,2.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Female
30.0,2.0,3.0,2.0,2.0,6.0,0.0,9.0,5.0,3.0,3.0,2.0,Female
40.0,2.0,2.0,0.0,1.0,6.0,0.0,7.0,8.0,3.0,3.0,2.0,Male
22.0,2.0,3.0,3.0,1.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Male
25.0,2.0,5.0,1.0,0.0,6.0,0.0,6.0,2.0,3.0,5.0,1.0,Female
35.0,2.0,6.0,1.0,1.0,6.0,0.0,9.0,7.0,3.0,4.0,2.0,Male
25.0,2.0,4.0,0.0,1.0,6.0,1.0,7.0,9.0,3.0,4.0,2.0,Female
22.0,2.0,5.0,3.0,0.0,6.0,0.0,7.0,6.0,3.0,3.0,2.0,Other
25.0,2.0,1.0,1.0,1.0,6.0,0.0,6.0,7.0,3.0,5.0,2.0,Female
22.0,2.0,2.0,1.0,2.0,6.0,1.0,7.0,8.0,3.0,3.0,2.0,Male
30.0,2.0,2.0,0.0,1.0,6.0,0.0,9.0,8.0,3.0,6.0,3.0,Female
25.0,2.0,5.0,3.0,1.0,6.0,0.0,7.0,4.0,3.0,4.0,2.0,Male
16.0,2.0,5.0,1.0,2.0,6.0,0.0,8.0,5.0,3.0,5.0,2.0,Female
40.0,2.0,4.0,1.0,1.0,6.0,0.0,7.0,8.0,3.0,6.0,2.0,Female
22.0,2.0,2.0,2.0,2.0,6.0,0.0,7.0,3.0,3.0,3.0,2.0,Female
30.0,2.0,2.0,3.0,2.0,6.0,0.0,7.0,6.0,3.0,3.0,2.0,Female
18.0,2.0,2.0,1.0,1.0,6.0,0.0,10.0,6.0,3.0,4.0,2.0,Male
25.0,2.0,3.0,1.0,1.0,6.0,0.0,8.0,3.0,3.0,4.0,2.0,Male
35.0,2.0,2.0,2.0,2.0,6.0,0.0,8.0,8.0,3.0,4.0,2.0,Female
30.0,2.0,2.0,2.0,0.0,6.0,1.0,8.0,3.0,3.0,5.0,2.0,Male
25.0,2.0,2.0,3.0,1.0,6.0,0.0,8.0,5.0,3.0,4.0,2.0,Female
25.0,2.0,1.0,2.0,0.0,6.0,0.0,8.0,1.0,3.0,5.0,1.0,Male
30.0,2.0,3.0,1.0,0.0,6.0,0.0,9.0,1.0,3.0,5.0,2.0,Male
45.0,2.0,1.0,2.0,1.0,6.0,0.0,8.0,10.0,3.0,4.0,3.0,Female
35.0,2.0,4.0,2.0,2.0,6.0,1.0,9.0,2.0,3.0,4.0,2.0,Male
25.0,2.0,3.0,4.0,0.0,6.0,0.0,8.0,8.0,3.0,3.0,2.0,Male
18.0,2.0,4.0,2.0,1.0,6.0,0.0,9.0,3.0,3.0,5.0,2.0,Male
35.0,2.0,1.0,1.0,2.0,6.0,1.0,8.0,5.0,3.0,4.0,2.0,Female
30.0,2.0,1.0,2.0,1.0,6.0,0.0,8.0,5.0,3.0,3.0,2.0,Male
18.0,2.0,5.0,2.0,2.0,6.0,0.0,7.0,5.0,3.0,5.0,2.0,Male
30.0,2.0,2.0,2.0,1.0,6.0,0.0,7.0,3.0,3.0,5.0,2.0,Female
18.0,2.0,3.0,1.0,2.0,6.0,0.0,9.0,6.0,3.0,3.0,2.0,Male
25.0,2.0,5.0,1.0,0.0,6.0,0.0,5.0,2.0,3.0,3.0,1.0,Male
30.0,2.0,4.0,2.0,1.0,6.0,0.0,8.0,5.0,3.0,5.0,2.0,Male
40.0,2.0,1.0,0.0,1.0,6.0,0.0,8.0,5.0,3.0,5.0,2.0,Female
50.0,2.0,1.0,2.0,1.0,6.0,0.0,8.0,6.0,3.0,5.0,2.0,Female
45.0,2.0,2.0,1.0,1.0,6.0,0.0,8.0,8.0,3.0,4.0,2.0,Female
40.0,2.0,4.0,2.0,2.0,6.0,1.0,9.0,5.0,3.0,6.0,2.0,Female
18.0,2.0,3.0,2.0,1.0,6.0,0.0,10.0,4.0,3.0,5.0,2.0,Female
40.0,2.0,5.0,1.0,0.0,6.0,0.0,7.0,5.0,3.0,3.0,2.0,Other
22.0,2.0,1.0,2.0,1.0,6.0,0.0,7.0,3.0,3.0,5.0,2.0,Female
25.0,2.0,2.0,3.0,2.0,6.0,1.0,8.0,7.0,3.0,4.0,2.0,Male
30.0,2.0,4.0,2.0,1.0,6.0,1.0,9.0,5.0,3.0,2.0,2.0,Female
22.0,2.0,1.0,1.0,1.0,6.0,0.0,10.0,6.0,3.0,1.0,2.0,Male
25.0,2.0,5.0,2.0,0.0,6.0,0.0,9.0,4.0,3.0,4.0,2.0,Female
25.0,2.0,2.0,3.0,1.0,6.0,0.0,7.0,5.0,3.0,3.0,2.0,Male
45.0,2.0,2.0,4.0,2.0,6.0,0.0,6.0,7.0,3.0,6.0,2.0,Female
22.0,2.0,4.0,1.0,1.0,6.0,0.0,7.0,3.0,3.0,3.0,2.0,Male
40.0,2.0,3.0,1.0,0.0,6.0,0.0,8.0,6.0,3.0,5.0,2.0,Male
30.0,2.0,1.0,2.0,1.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Male
30.0,2.0,6.0,2.0,2.0,6.0,0.0,9.0,6.0,3.0,2.0,2.0,Female
45.0,2.0,4.0,1.0,2.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Male
30.0,2.0,3.0,1.0,1.0,6.0,0.0,8.0,4.0,3.0,2.0,2.0,Female
35.0,2.0,3.0,1.0,0.0,6.0,0.0,7.0,2.0,3.0,4.0,1.0,Female
22.0,2.0,1.0,3.0,0.0,6.0,0.0,10.0,4.0,3.0,4.0,2.0,Male
35.0,2.0,2.0,4.0,1.0,6.0,0.0,9.0,6.0,3.0,2.0,2.0,Male
18.0,2.0,4.0,4.0,2.0,6.0,0.0,9.0,5.0,3.0,4.0,2.0,Female
18.0,2.0,2.0,1.0,2.0,6.0,0.0,8.0,6.0,3.0,3.0,2.0,Female
25.0,2.0,3.0,4.0,2.0,6.0,1.0,7.0,7.0,3.0,4.0,2.0,Female
25.0,2.0,5.0,3.0,1.0,6.0,0.0,7.0,3.0,3.0,5.0,2.0,Male
18.0,2.0,2.0,3.0,0.0,6.0,1.0,10.0,6.0,3.0,4.0,2.0,Female
35.0,2.0,2.0,0.0,2.0,6.0,1.0,9.0,6.0,3.0,4.0,2.0,Other
40.0,2.0,4.0,2.0,2.0,6.0,0.0,8.0,6.0,3.0,5.0,2.0,Male
22.0,2.0,2.0,2.0,1.0,6.0,0.0,8.0,2.0,3.0,5.0,2.0,Female
30.0,2.0,4.0,3.0,1.0,6.0,0.0,8.0,6.0,3.0,6.0,2.0,Female
35.0,2.0,3.0,0.0,1.0,6.0,0.0,9.0,5.0,3.0,4.0,2.0,Other
22.0,2.0,2.0,1.0,1.0,6.0,0.0,9.0,3.0,3.0,5.0,2.0,Male
45.0,2.0,3.0,2.0,1.0,6.0,0.0,8.0,7.0,3.0,5.0,2.0,Male
45.0,2.0,6.0,1.0,0.0,6.0,1.0,7.0,6.0,3.0,3.0,2.0,Male
22.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,5.0,3.0,4.0,2.0,Female
25.0,2.0,4.0,2.0,1.0,6.0,0.0,8.0,1.0,3.0,4.0,1.0,Male
16.0,2.0,3.0,1.0,2.0,6.0,1.0,8.0,4.0,3.0,3.0,2.0,Female
35.0,2.0,1.0,1.0,0.0,6.0,0.0,9.0,8.0,3.0,3.0,3.0,Female
25.0,2.0,2.0,1.0,0.0,6.0,0.0,9.0,5.0,3.0,5.0,2.0,Male
25.0,2.0,2.0,2.0,0.0,6.0,0.0,8.0,2.0,3.0,5.0,2.0,Male
16.0,2.0,2.0,3.0,1.0,6.0,0.0,9.0,10.0,3.0,1.0,3.0,Male
22.0,2.0,2.0,1.0,0.0,6.0,0.0,7.0,3.0,3.0,5.0,2.0,Female
35.0,2.0,5.0,0.0,2.0,6.0,0.0,7.0,7.0,3.0,3.0,2.0,Male
30.0,2.0,2.0,1.0,2.0,6.0,0.0,7.0,4.0,3.0,3.0,2.0,Female
25.0,2.0,3.0,1.0,0.0,6.0,0.0,7.0,8.0,3.0,4.0,2.0,Male
30.0,2.0,2.0,3.0,2.0,6.0,1.0,7.0,6.0,3.0,1.0,2.0,Female
22.0,2.0,4.0,2.0,1.0,6.0,0.0,8.0,5.0,3.0,2.0,2.0,Male
30.0,2.0,4.0,2.0,2.0,6.0,0.0,6.0,6.0,3.0,4.0,2.0,Male
16.0,2.0,5.0,2.0,2.0,6.0,0.0,7.0,6.0,3.0,5.0,2.0,Male
22.0,2.0,2.0,3.0,2.0,6.0,0.0,7.0,8.0,3.0,2.0,2.0,Male
40.0,2.0,3.0,0.0,1.0,6.0,0.0,10.0,9.0,3.0,3.0,3.0,Male
40.0,2.0,6.0,2.0,0.0,6.0,0.0,8.0,4.0,3.0,3.0,2.0,Male
25.0,2.0,3.0,2.0,1.0,6.0,0.0,8.0,6.0,3.0,3.0,2.0,Other
25.0,2.0,1.0,2.0,1.0,6.0,0.0,8.0,5.0,3.0,3.0,2.0,Male
50.0,2.0,4.0,1.0,1.0,6.0,0.0,8.0,6.0,3.0,4.0,2.0,Other
30.0,2.0,2.0,1.0,2.0,6.0,0.0,9.0,2.0,3.0,5.0,2.0,Male
30.0,2.0,2.0,1.0,0.0,7.0,0.0,7.0,7.0,3.0,3.0,2.0,Female
22.0,2.0,3.0,2.0,1.0,7.0,0.0,10.0,6.0,3.0,5.0,2.0,Female
16.0,2.0,3.0,3.0,2.0,7.0,0.0,8.0,6.0,3.0,4.0,2.0,Female
22.0,2.0,1.0,2.0,2.0,7.0,0.0,6.0,6.0,3.0,4.0,2.0,Male
30.0,2.0,6.0,0.0,2.0,7.0,1.0,6.0,4.0,3.0,4.0,2.0,Female
45.0,2.0,4.0,1.0,0.0,7.0,0.0,8.0,2.0,3.0,6.0,2.0,Female
30.0,2.0,1.0,0.0,1.0,7.0,0.0,7.0,9.0,3.0,3.0,2.0,Male
45.0,2.0,2.0,1.0,0.0,7.0,1.0,8.0,5.0,3.0,4.0,3.0,Female
30.0,2.0,2.0,3.0,2.0,7.0,0.0,9.0,6.0,3.0,4.0,2.0,Male
35.0,2.0,1.0,3.0,1.0,7.0,1.0,8.0,1.0,3.0,4.0,1.0,Female
18.0,2.0,2.0,2.0,2.0,7.0,0.0,6.0,6.0,3.0,5.0,2.0,Female
50.0,2.0,2.0,1.0,1.0,7.0,0.0,8.0,9.0,3.0,4.0,3.0,Male
18.0,2.0,1.0,2.0,1.0,7.0,1.0,9.0,2.0,3.0,3.0,2.0,Male
22.0,2.0,1.0,2.0,0.0,7.0,0.0,8.0,5.0,3.0,2.0,2.0,Female
16.0,2.0,2.0,1.0,1.0,7.0,0.0,10.0,6.0,3.0,4.0,2.0,Other
18.0,2.0,4.0,2.0,2.0,7.0,0.0,8.0,7.0,3.0,5.0,2.0,Female
22.0,2.0,2.0,1.0,1.0,7.0,0.0,8.0,6.0,3.0,5.0,2.0,Male
25.0,2.0,5.0,2.0,1.0,7.0,1.0,9.0,5.0,3.0,3.0,2.0,Male
45.0,2.0,2.0,2.0,1.0,7.0,0.0,9.0,6.0,3.0,5.0,2.0,Female
35.0,2.0,5.0,1.0,2.0,7.0,0.0,7.0,6.0,3.0,4.0,2.0,Male
35.0,2.0,5.0,1.0,2.0,7.0,0.0,8.0,3.0,3.0,4.0,2.0,Female
16.0,2.0,4.0,1.0,1.0,7.0,0.0,9.0,6.0,3.0,5.0,2.0,Female
35.0,2.0,2.0,2.0,1.0,7.0,0.0,8.0,10.0,3.0,3.0,3.0,Male
35.0,2.0,3.0,2.0,2.0,7.0,0.0,8.0,3.0,3.0,6.0,2.0,Male
22.0,2.0,2.0,2.0,2.0,7.0,0.0,7.0,6.0,3.0,6.0,2.0,Female
18.0,2.0,2.0,3.0,1.0,7.0,0.0,7.0,5.0,3.0,3.0,2.0,Male
50.0,2.0,1.0,2.0,0.0,7.0,0.0,7.0,7.0,3.0,3.0,2.0,Male
50.0,2.0,5.0,3.0,1.0,7.0,0.0,8.0,5.0,3.0,4.0,2.0,Male
45.0,2.0,1.0,2.0,0.0,7.0,0.0,9.0,2.0,3.0,4.0,2.0,Male
35.0,2.0,1.0,2.0,1.0,7.0,0.0,8.0,5.0,3.0,4.0,2.0,Male
22.0,2.0,2.0,4.0,2.0,7.0,0.0,10.0,5.0,3.0,4.0,2.0,Female
30.0,2.0,3.0,3.0,1.0,7.0,1.0,7.0,6.0,3.0,4.0,2.0,Male
30.0,2.0,2.0,3.0,2.0,7.0,1.0,8.0,4.0,3.0,4.0,2.0,Female
25.0,2.0,1.0,0.0,0.0,7.0,1.0,6.0,8.0,3.0,4.0,2.0,Female
18.0,2.0,2.0,3.0,1.0,7.0,1.0,8.0,5.0,3.0,5.0,2.0,Female
35.0,2.0,3.0,1.0,1.0,7.0,0.0,8.0,2.0,3.0,4.0,2.0,Female
35.0,2.0,3.0,1.0,0.0,7.0,0.0,8.0,1.0,3.0,2.0,1.0,Female
25.0,2.0,2.0,2.0,0.0,7.0,0.0,8.0,6.0,3.0,4.0,2.0,Male
22.0,2.0,3.0,1.0,1.0,7.0,0.0,8.0,7.0,3.0,4.0,2.0,Male
30.0,2.0,5.0,1.0,0.0,7.0,0.0,8.0,6.0,3.0,2.0,2.0,Other
16.0,2.0,2.0,1.0,1.0,7.0,0.0,10.0,5.0,3.0,3.0,2.0,Female
25.0,2.0,1.0,3.0,2.0,7.0,0.0,9.0,9.0,3.0,3.0,3.0,Male
16.0,2.0,4.0,1.0,2.0,7.0,0.0,8.0,6.0,3.0,5.0,2.0,Male
18.0,2.0,2.0,4.0,1.0,7.0,0.0,7.0,7.0,3.0,4.0,2.0,Female
18.0,2.0,1.0,2.0,1.0,7.0,0.0,7.0,6.0,3.0,5.0,2.0,Male
25.0,2.0,4.0,1.0,0.0,7.0,1.0,7.0,6.0,3.0,4.0,2.0,Female
40.0,2.0,2.0,3.0,2.0,7.0,1.0,9.0,6.0,3.0,4.0,2.0,Female
35.0,2.0,3.0,1.0,2.0,7.0,0.0,10.0,1.0,3.0,3.0,2.0,Male
35.0,2.0,3.0,3.0,1.0,7.0,0.0,8.0,8.0,3.0,6.0,2.0,Male
25.0,2.0,5.0,1.0,0.0,7.0,0.0,7.0,6.0,3.0,5.0,2.0,Male
45.0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,5.0,3.0,3.0,2.0,Female
30.0,2.0,1.0,4.0,2.0,7.0,0.0,7.0,3.0,3.0,4.0,2.0,Female
22.0,2.0,3.0,0.0,1.0,7.0,0.0,8.0,6.0,3.0,3.0,2.0,Male
30.0,2.0,3.0,4.0,1.0,7.0,0.0,8.0,5.0,3.0,3.0,2.0,Male
40.0,2.0,3.0,3.0,1.0,7.0,0.0,9.0,6.0,3.0,4.0,2.0,Female
25.0,2.0,3.0,4.0,0.0,7.0,0.0,8.0,5.0,3.0,4.0,2.0,Other
16.0,2.0,4.0,1.0,0.0,7.0,0.0,7.0,7.0,3.0,5.0,2.0,Male
18.0,2.0,5.0,2.0,0.0,7.0,0.0,9.0,4.0,3.0,4.0,2.0,Male
18.0,2.0,3.0,0.0,1.0,7.0,0.0,8.0,4.0,3.0,4.0,2.0,Male
35.0,2.0,1.0,3.0,0.0,7.0,0.0,7.0,3.0,3.0,4.0,2.0,Female
30.0,2.0,3.0,2.0,1.0,7.0,0.0,10.0,9.0,3.0,4.0,3.0,Female
22.0,2.0,1.0,3.0,1.0,7.0,0.0,8.0,6.0,3.0,4.0,2.0,Male
40.0,2.0,2.0,2.0,1.0,7.0,1.0,6.0,6.0,3.0,5.0,2.0,Male
30.0,2.0,3.0,3.0,1.0,7.0,0.0,9.0,6.0,3.0,3.0,2.0,Male
35.0,2.0,3.0,4.0,1.0,7.0,0.0,8.0,6.0,3.0,4.0,2.0,Male
30.0,2.0,1.0,3.0,0.0,7.0,0.0,8.0,6.0,3.0,2.0,2.0,Female
18.0,2.0,3.0,1.0,1.0,7.0,0.0,9.0,6.0,3.0,4.0,2.0,Male
30.0,2.0,3.0,3.0,2.0,7.0,0.0,8.0,5.0,3.0,6.0,2.0,Male
